name,star,pull command,version,dockerfilelink
orientdb,145,docker pull orientdb,"2.2.37, 2.2",https://github.com/orientechnologies/orientdb-docker/blob/0562973e21d0992bc799dcb7b64b1978b7e32ac3/release/2.2.x/2.2.37/Dockerfile
orientdb,145,docker pull orientdb,2.2.37-spatial,https://github.com/orientechnologies/orientdb-docker/blob/0562973e21d0992bc799dcb7b64b1978b7e32ac3/release/2.2.x/2.2.37-spatial/Dockerfile
orientdb,145,docker pull orientdb,"2.1.25, 2.1",https://github.com/orientechnologies/orientdb-docker/blob/0562973e21d0992bc799dcb7b64b1978b7e32ac3/release/2.1.x/Dockerfile
orientdb,145,docker pull orientdb,"2.0.18, 2.0",https://github.com/orientechnologies/orientdb-docker/blob/0562973e21d0992bc799dcb7b64b1978b7e32ac3/release/2.0.x/Dockerfile
gcc,610,docker pull gcc,"11.1.0, 11.1, 11, latest, 11.1.0-bullseye, 11.1-bullseye, 11-bullseye, bullseye",https://github.com/docker-library/gcc/blob/a5937a0b39e55c174007c2b9c2f363cdd2142818/11/Dockerfile
gcc,610,docker pull gcc,"10.3.0, 10.3, 10, 10.3.0-buster, 10.3-buster, 10-buster",https://github.com/docker-library/gcc/blob/a5937a0b39e55c174007c2b9c2f363cdd2142818/10/Dockerfile
gcc,610,docker pull gcc,"9.4.0, 9.4, 9, 9.4.0-buster, 9.4-buster, 9-buster",https://github.com/docker-library/gcc/blob/2c4cae395157000ce7b0f89ea47268f66f320bb1/9/Dockerfile
gcc,610,docker pull gcc,"8.5.0, 8.5, 8, 8.5.0-buster, 8.5-buster, 8-buster",https://github.com/docker-library/gcc/blob/93a66921c867fd54e7672e852a8aec4619fbc6de/8/Dockerfile
phpmyadmin,241,docker pull phpmyadmin,"5.1.1-apache, 5.1-apache, 5-apache, apache, 5.1.1, 5.1, 5, latest",https://github.com/phpmyadmin/docker/blob/935605b8d0a4e8632c1b63fbba4967b22c1a5a15/apache/Dockerfile
phpmyadmin,241,docker pull phpmyadmin,"5.1.1-fpm, 5.1-fpm, 5-fpm, fpm",https://github.com/phpmyadmin/docker/blob/935605b8d0a4e8632c1b63fbba4967b22c1a5a15/fpm/Dockerfile
phpmyadmin,241,docker pull phpmyadmin,"5.1.1-fpm-alpine, 5.1-fpm-alpine, 5-fpm-alpine, fpm-alpine",https://github.com/phpmyadmin/docker/blob/935605b8d0a4e8632c1b63fbba4967b22c1a5a15/fpm-alpine/Dockerfile
yourls,121,docker pull yourls,"1.8.1-apache, 1.8-apache, 1-apache, apache, 1.8.1, 1.8, 1, latest",https://github.com/YOURLS/docker-yourls/blob/f1756127e0b8eebad4f301d4fe6790f6d9794ce2/apache/Dockerfile
yourls,121,docker pull yourls,"1.8.1-fpm, 1.8-fpm, 1-fpm, fpm",https://github.com/YOURLS/docker-yourls/blob/f1756127e0b8eebad4f301d4fe6790f6d9794ce2/fpm/Dockerfile
yourls,121,docker pull yourls,"1.8.1-fpm-alpine, 1.8-fpm-alpine, 1-fpm-alpine, fpm-alpine",https://github.com/YOURLS/docker-yourls/blob/f1756127e0b8eebad4f301d4fe6790f6d9794ce2/fpm-alpine/Dockerfile
open-liberty,46,docker pull open-liberty,beta,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/latest/beta/Dockerfile.ubuntu.adoptopenjdk8
open-liberty,46,docker pull open-liberty,beta-java11,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/latest/beta/Dockerfile.ubuntu.adoptopenjdk11
open-liberty,46,docker pull open-liberty,"kernel-slim, kernel-slim-java8-openj9",https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/latest/kernel-slim/Dockerfile.ubuntu.adoptopenjdk8
open-liberty,46,docker pull open-liberty,kernel-slim-java11-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/latest/kernel-slim/Dockerfile.ubuntu.adoptopenjdk11
open-liberty,46,docker pull open-liberty,"full, full-java8-openj9, latest",https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/latest/full/Dockerfile.ubuntu.adoptopenjdk8
open-liberty,46,docker pull open-liberty,full-java11-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/latest/full/Dockerfile.ubuntu.adoptopenjdk11
open-liberty,46,docker pull open-liberty,21.0.0.6-kernel-slim-java8-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.6/kernel-slim/Dockerfile.ubuntu.adoptopenjdk8
open-liberty,46,docker pull open-liberty,21.0.0.6-kernel-slim-java11-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.6/kernel-slim/Dockerfile.ubuntu.adoptopenjdk11
open-liberty,46,docker pull open-liberty,21.0.0.6-full-java8-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.6/full/Dockerfile.ubuntu.adoptopenjdk8
open-liberty,46,docker pull open-liberty,21.0.0.6-full-java11-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.6/full/Dockerfile.ubuntu.adoptopenjdk11
open-liberty,46,docker pull open-liberty,21.0.0.3-kernel-slim-java8-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.3/kernel-slim/Dockerfile.ubuntu.adoptopenjdk8
open-liberty,46,docker pull open-liberty,21.0.0.3-kernel-slim-java11-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.3/kernel-slim/Dockerfile.ubuntu.adoptopenjdk11
open-liberty,46,docker pull open-liberty,21.0.0.3-full-java8-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.3/full/Dockerfile.ubuntu.adoptopenjdk8
open-liberty,46,docker pull open-liberty,21.0.0.3-full-java11-openj9,https://github.com/OpenLiberty/ci.docker/blob/af5843fe3f3c594ca0e2dc7e3613d7660d4220e2/releases/21.0.0.3/full/Dockerfile.ubuntu.adoptopenjdk11
ibmjava,88,,"8-jre, jre, 8, latest",https://github.com/ibmruntimes/ci.docker/blob/e851082b5e3ea00657ccdaa49434a4d35a85724a/ibmjava/8/jre/ubuntu/Dockerfile
ibmjava,88,,"8-jre-alpine, jre-alpine",https://github.com/ibmruntimes/ci.docker/blob/e851082b5e3ea00657ccdaa49434a4d35a85724a/ibmjava/8/jre/alpine/Dockerfile
ibmjava,88,,"8-sfj, sfj",https://github.com/ibmruntimes/ci.docker/blob/e851082b5e3ea00657ccdaa49434a4d35a85724a/ibmjava/8/sfj/ubuntu/Dockerfile
ibmjava,88,,"8-sfj-alpine, sfj-alpine",https://github.com/ibmruntimes/ci.docker/blob/e851082b5e3ea00657ccdaa49434a4d35a85724a/ibmjava/8/sfj/alpine/Dockerfile
ibmjava,88,,"8-sdk, sdk",https://github.com/ibmruntimes/ci.docker/blob/e851082b5e3ea00657ccdaa49434a4d35a85724a/ibmjava/8/sdk/ubuntu/Dockerfile
ibmjava,88,,"8-sdk-alpine, sdk-alpine",https://github.com/ibmruntimes/ci.docker/blob/e851082b5e3ea00657ccdaa49434a4d35a85724a/ibmjava/8/sdk/alpine/Dockerfile
julia,248,docker pull julia,"1.6.1-buster, 1.6-buster, 1-buster, buster",https://github.com/docker-library/julia/blob/6458311a816406d7b1eb6d37ae92a6e27e32028c/1.6/buster/Dockerfile
julia,248,docker pull julia,"1.6.1-alpine3.14, 1.6-alpine3.14, 1-alpine3.14, alpine3.14, 1.6.1-alpine, 1.6-alpine, 1-alpine, alpine",https://github.com/docker-library/julia/blob/3aca6cfd86f62b86a323f3d95e2042a613709cac/1.6/alpine3.14/Dockerfile
julia,248,docker pull julia,"1.6.1-alpine3.13, 1.6-alpine3.13, 1-alpine3.13, alpine3.13",https://github.com/docker-library/julia/blob/6458311a816406d7b1eb6d37ae92a6e27e32028c/1.6/alpine3.13/Dockerfile
julia,248,docker pull julia,"1.6.1-windowsservercore-1809, 1.6-windowsservercore-1809, 1-windowsservercore-1809, windowsservercore-1809",https://github.com/docker-library/julia/blob/6458311a816406d7b1eb6d37ae92a6e27e32028c/1.6/windows/windowsservercore-1809/Dockerfile
julia,248,docker pull julia,"1.6.1-windowsservercore-ltsc2016, 1.6-windowsservercore-ltsc2016, 1-windowsservercore-ltsc2016, windowsservercore-ltsc2016",https://github.com/docker-library/julia/blob/6458311a816406d7b1eb6d37ae92a6e27e32028c/1.6/windows/windowsservercore-ltsc2016/Dockerfile
julia,248,docker pull julia,"1.0.5-buster, 1.0-buster",https://github.com/docker-library/julia/blob/4c770401df0b946da5cf61150bedb05280b218a6/1.0/buster/Dockerfile
julia,248,docker pull julia,"1.0.5-stretch, 1.0-stretch",https://github.com/docker-library/julia/blob/4c770401df0b946da5cf61150bedb05280b218a6/1.0/stretch/Dockerfile
julia,248,docker pull julia,"1.0.5-windowsservercore-1809, 1.0-windowsservercore-1809",https://github.com/docker-library/julia/blob/fc3c116c6fe19f870091df6843ed63a37f6c291b/1.0/windows/windowsservercore-1809/Dockerfile
julia,248,docker pull julia,"1.0.5-windowsservercore-ltsc2016, 1.0-windowsservercore-ltsc2016",https://github.com/docker-library/julia/blob/fc3c116c6fe19f870091df6843ed63a37f6c291b/1.0/windows/windowsservercore-ltsc2016/Dockerfile
photon,128,docker pull photon,"4.0, 4.0-20210604, latest",https://github.com/vmware/photon-docker-image/blob/0c8e8bb4f65cba42e718f6de761dcb5581211cff/docker/Dockerfile
photon,128,docker pull photon,"3.0, 3.0-20210604",https://github.com/vmware/photon-docker-image/blob/24d1862f81dcded204ad1eebc221db826474e250/docker/Dockerfile
photon,128,docker pull photon,"1.0, 1.0-20210604",https://github.com/vmware/photon-docker-image/blob/6f759fa9969793608404f0625594a561257b5381/docker/Dockerfile
photon,128,docker pull photon,"2.0, 2.0-20210604",https://github.com/vmware/photon-docker-image/blob/a9055b3ed183e2fb85a868b57ad6df483b1f8338/docker/Dockerfile
neurodebian,82,docker pull neurodebian,"xenial, nd16.04",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/xenial/Dockerfile
neurodebian,82,docker pull neurodebian,"xenial-non-free, nd16.04-non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/xenial-non-free/Dockerfile
neurodebian,82,docker pull neurodebian,"bionic, nd18.04",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/bionic/Dockerfile
neurodebian,82,docker pull neurodebian,"bionic-non-free, nd18.04-non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/bionic-non-free/Dockerfile
neurodebian,82,docker pull neurodebian,"focal, nd20.04",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/focal/Dockerfile
neurodebian,82,docker pull neurodebian,"focal-non-free, nd20.04-non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/focal-non-free/Dockerfile
neurodebian,82,docker pull neurodebian,"groovy, nd20.10",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/groovy/Dockerfile
neurodebian,82,docker pull neurodebian,"groovy-non-free, nd20.10-non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/groovy-non-free/Dockerfile
neurodebian,82,docker pull neurodebian,"stretch, nd90",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/stretch/Dockerfile
neurodebian,82,docker pull neurodebian,"stretch-non-free, nd90-non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/stretch-non-free/Dockerfile
neurodebian,82,docker pull neurodebian,"buster, nd100, latest",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/buster/Dockerfile
neurodebian,82,docker pull neurodebian,"buster-non-free, nd100-non-free, non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/buster-non-free/Dockerfile
neurodebian,82,docker pull neurodebian,"bullseye, nd110",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/bullseye/Dockerfile
neurodebian,82,docker pull neurodebian,"bullseye-non-free, nd110-non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/bullseye-non-free/Dockerfile
neurodebian,82,docker pull neurodebian,"sid, nd",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/sid/Dockerfile
neurodebian,82,docker pull neurodebian,"sid-non-free, nd-non-free",https://github.com/neurodebian/dockerfiles/blob/920deb4853138c8b7fcae4b232c70e82269a3856/dockerfiles/sid-non-free/Dockerfile
ubuntu-debootstrap,44,docker pull ubuntu-debootstrap,,
storm,156,docker pull storm,"1.1.3, 1.1",https://github.com/31z4/storm-docker/blob/664a7f4730f58be00fd7fe0526d2c13180107c6f/1.1.3/Dockerfile
storm,156,docker pull storm,"1.2.3, 1.2",https://github.com/31z4/storm-docker/blob/664a7f4730f58be00fd7fe0526d2c13180107c6f/1.2.3/Dockerfile
storm,156,docker pull storm,"2.2.0, 2.2, latest",https://github.com/31z4/storm-docker/blob/9eae4ab08d30cfab29c784b4d9e7d1c187fa0348/2.2.0/Dockerfile
backdrop,69,docker pull backdrop,"1.17.3, 1.17, 1, 1.17.3-apache, 1.17-apache, 1-apache, apache, latest",https://github.com/backdrop-ops/backdrop-docker/blob/b760ba970a67f3dcdc975ed8b77f915895184577/1/apache/Dockerfile
backdrop,69,docker pull backdrop,"1.17.3-fpm, 1.17-fpm, 1-fpm, fpm",https://github.com/backdrop-ops/backdrop-docker/blob/b760ba970a67f3dcdc975ed8b77f915895184577/1/fpm/Dockerfile
cirros,70,docker pull cirros,"0.5.2, 0.5, 0, latest",https://github.com/tianon/docker-brew-cirros/blob/6b155af1eeb835ab219369aeec45139b2f4ba11b/arches/amd64/Dockerfile
haskell,391,docker pull haskell,"9.0.1-buster, 9.0-buster, 9-buster, buster, 9.0.1, 9.0, 9, latest",https://github.com/haskell/docker-haskell/blob/af0dc736060a89e40b87cf11af37e434d52bc10b/9.0/buster/Dockerfile
haskell,391,docker pull haskell,"9.0.1-stretch, 9.0-stretch, 9-stretch, stretch",https://github.com/haskell/docker-haskell/blob/af0dc736060a89e40b87cf11af37e434d52bc10b/9.0/stretch/Dockerfile
haskell,391,docker pull haskell,"8.10.4-buster, 8.10-buster, 8-buster, 8.10.4, 8.10, 8",https://github.com/haskell/docker-haskell/blob/af0dc736060a89e40b87cf11af37e434d52bc10b/8.10/buster/Dockerfile
haskell,391,docker pull haskell,"8.10.4-stretch, 8.10-stretch, 8-stretch",https://github.com/haskell/docker-haskell/blob/af0dc736060a89e40b87cf11af37e434d52bc10b/8.10/stretch/Dockerfile
notary,47,docker pull notary,"server-0.6.1-2, server",https://github.com/docker/notary-official-images/blob/278bbe63ea6bfb67974fe969c77e02049fe47ab7/notary-server/Dockerfile
notary,47,docker pull notary,"signer-0.6.1-2, signer",https://github.com/docker/notary-official-images/blob/278bbe63ea6bfb67974fe969c77e02049fe47ab7/notary-signer/Dockerfile
irssi,138,docker pull irssi,"1.2.3, 1.2, 1, latest",https://github.com/jessfraz/irssi/blob/1828e23a4b14600e1194c911bbdab6e927748351/debian/Dockerfile
irssi,138,docker pull irssi,"1.2.3-alpine, 1.2-alpine, 1-alpine, alpine",https://github.com/jessfraz/irssi/blob/1828e23a4b14600e1194c911bbdab6e927748351/alpine/Dockerfile
fluentd,105,docker pull fluentd,"v1.9.1-1.0, v1.9-1, latest",https://github.com/fluent/fluentd-docker-image/blob/b9cb2826b85900f960e256b2426a033e7cacfd6c/v1.9/alpine/Dockerfile
fluentd,105,docker pull fluentd,"v1.9.1-debian-1.0, v1.9-debian-1",https://github.com/fluent/fluentd-docker-image/blob/b9cb2826b85900f960e256b2426a033e7cacfd6c/v1.9/debian/Dockerfile
plone,54,docker pull plone,"5.2.4-python38, 5.2-python38, 5-python38, python38, 5.2.4, 5.2, 5, latest",https://github.com/plone/plone.docker/blob/a516871e08532c8a343f9e9e713c8abc8d80aae6/5.2/5.2.4/debian/Dockerfile
plone,54,docker pull plone,"5.2.4-python37, 5.2-python37, 5-python37, python37",https://github.com/plone/plone.docker/blob/a516871e08532c8a343f9e9e713c8abc8d80aae6/5.2/5.2.4/python37/Dockerfile
plone,54,docker pull plone,"5.2.4-python36, 5.2-python36, 5-python36, python36",https://github.com/plone/plone.docker/blob/a516871e08532c8a343f9e9e713c8abc8d80aae6/5.2/5.2.4/python36/Dockerfile
plone,54,docker pull plone,"5.2.4-alpine, 5.2-alpine, 5-alpine, alpine",https://github.com/plone/plone.docker/blob/a516871e08532c8a343f9e9e713c8abc8d80aae6/5.2/5.2.4/alpine/Dockerfile
clearlinux,123,docker pull clearlinux,"latest, base",https://github.com/clearlinux/docker-brew-clearlinux/blob/2acc31ac86823ba48335167c0dee4d046d3642e2/Dockerfile
bonita,133,docker pull bonita,"7.10.6, 7.10",https://github.com/Bonitasoft-Community/docker_bonita/blob/e6f9f1a5e57c35bbd833c9441a639f326dffb7d5/7.10/Dockerfile
bonita,133,docker pull bonita,"7.11.4, 7.11",https://github.com/bonitasoft/bonita-distrib/blob/231024c8290a9aa31a45b758a0765a684c21ed21/docker/Dockerfile
bonita,133,docker pull bonita,"2021.1, 7.12.1, 7.12, latest",https://github.com/bonitasoft/bonita-distrib/blob/c9b816249504017bb3418252bf58ec9d4fc3e86e/docker/Dockerfile
varnish,87,docker pull varnish,"6.0, 6.0.7-1, 6.0.7, stable",https://github.com/varnish/docker-varnish/blob/51a66e74c3a56e4def767d3ad3f6c8ad1a4addaa/stable/debian/Dockerfile
varnish,87,docker pull varnish,"6.6, 6.6.0-1, 6.6.0, 6, latest, fresh",https://github.com/varnish/docker-varnish/blob/51a66e74c3a56e4def767d3ad3f6c8ad1a4addaa/fresh/debian/Dockerfile
nuxeo,81,docker pull nuxeo,"7.10, 7, LTS-2015",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/7.10/Dockerfile
nuxeo,81,docker pull nuxeo,"8.10, 8, LTS-2016",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/8.10/Dockerfile
nuxeo,81,docker pull nuxeo,"9.10, 9, LTS-2017",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/9.10/Dockerfile
nuxeo,81,docker pull nuxeo,"10.10, 10, LTS-2019, LTS, FT, latest",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/10.10/Dockerfile
clearlinux,123,docker pull clearlinux,"latest, base",https://github.com/clearlinux/docker-brew-clearlinux/blob/2acc31ac86823ba48335167c0dee4d046d3642e2/Dockerfile
convertigo,26,docker pull convertigo,"7.9.4, 7.9, latest",https://github.com/convertigo/convertigo/blob/7185ee1291019589b25abe0957f431be65c1855b/docker/default/Dockerfile
varnish,87,docker pull varnish,"6.0, 6.0.7-1, 6.0.7, stable",https://github.com/varnish/docker-varnish/blob/51a66e74c3a56e4def767d3ad3f6c8ad1a4addaa/stable/debian/Dockerfile
varnish,87,docker pull varnish,"6.6, 6.6.0-1, 6.6.0, 6, latest, fresh",https://github.com/varnish/docker-varnish/blob/51a66e74c3a56e4def767d3ad3f6c8ad1a4addaa/fresh/debian/Dockerfile
r-base,420,docker pull r-base,"4.1.0, latest",https://github.com/rocker-org/rocker/blob/bc5f41cd3464bf18c571e7ff35383aab08b8ee71/r-base/4.1.0/Dockerfile
nuxeo,81,docker pull nuxeo,"7.10, 7, LTS-2015",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/7.10/Dockerfile
nuxeo,81,docker pull nuxeo,"8.10, 8, LTS-2016",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/8.10/Dockerfile
nuxeo,81,docker pull nuxeo,"9.10, 9, LTS-2017",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/9.10/Dockerfile
nuxeo,81,docker pull nuxeo,"10.10, 10, LTS-2019, LTS, FT, latest",https://github.com/nuxeo/docker-nuxeo/blob/f253a2398dbc39b42ca6ff84f2adeda8c1e8287e/10.10/Dockerfile
gazebo,99,docker pull gazebo,gzserver9-xenial,https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/9/ubuntu/xenial/gzserver9/Dockerfile
gazebo,99,docker pull gazebo,libgazebo9-xenial,https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/9/ubuntu/xenial/libgazebo9/Dockerfile
gazebo,99,docker pull gazebo,"gzserver9, gzserver9-bionic",https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/9/ubuntu/bionic/gzserver9/Dockerfile
gazebo,99,docker pull gazebo,"libgazebo9, libgazebo9-bionic",https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/9/ubuntu/bionic/libgazebo9/Dockerfile
gazebo,99,docker pull gazebo,gzserver11-bionic,https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/11/ubuntu/bionic/gzserver11/Dockerfile
gazebo,99,docker pull gazebo,libgazebo11-bionic,https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/11/ubuntu/bionic/libgazebo11/Dockerfile
gazebo,99,docker pull gazebo,"gzserver11, gzserver11-focal",https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/11/ubuntu/focal/gzserver11/Dockerfile
gazebo,99,docker pull gazebo,"libgazebo11, libgazebo11-focal, latest",https://github.com/osrf/docker_images/blob/96c8fa210caaeebd50e067ade05d5fc9a4a60c84/gazebo/11/ubuntu/focal/libgazebo11/Dockerfile
swipl,36,docker pull swipl,"latest, 8.3.18",https://github.com/SWI-Prolog/docker-swipl/blob/5310e0a5c70dd4e6121d96b1d0b50d4d1dafd04d/8.3.18/stretch/Dockerfile
swipl,36,docker pull swipl,"stable, 8.2.4",https://github.com/SWI-Prolog/docker-swipl/blob/5310e0a5c70dd4e6121d96b1d0b50d4d1dafd04d/8.2.4/stretch/Dockerfile
fsharp,72,docker pull fsharp,"latest, 10, 10.10, 10.10.0",https://github.com/fsprojects/docker-fsharp/blob/a47a73b4b99d85720e191680e29f1bd1d62724ea/10.10.0/mono/Dockerfile
fsharp,72,docker pull fsharp,"4, 4.1, 4.1.34",https://github.com/fsprojects/docker-fsharp/blob/a47a73b4b99d85720e191680e29f1bd1d62724ea/4.1.34/mono/Dockerfile
fsharp,72,docker pull fsharp,"netcore, 10-netcore, 10.10-netcore, 10.10.0-netcore",https://github.com/fsprojects/docker-fsharp/blob/a47a73b4b99d85720e191680e29f1bd1d62724ea/10.10.0/netcore/Dockerfile
eggdrop,47,docker pull eggdrop,develop,https://github.com/eggheads/eggdrop-docker/blob/f65a97bc6d85e74d1094f1d75c7979aec53cb4fa/develop/Dockerfile
eggdrop,47,docker pull eggdrop,"1.8, 1.8.4",https://github.com/eggheads/eggdrop-docker/blob/14411e45f599536a86d9f023c0fa09f3dd2f5454/1.8/Dockerfile
eggdrop,47,docker pull eggdrop,"1.9, 1.9.0, stable, latest",https://github.com/eggheads/eggdrop-docker/blob/f65a97bc6d85e74d1094f1d75c7979aec53cb4fa/1.9/Dockerfile
thrift,110,docker pull thrift,"0.9, 0.9.3",https://github.com/ahawkins/docker-thrift/blob/d322572f7dd6ea468a14a4d832fbec26f152c71e/0.9/Dockerfile
thrift,110,docker pull thrift,"0.10, 0.10.0",https://github.com/ahawkins/docker-thrift/blob/e1f81dfe3e8fac5588e12d2b880166d1743dbecd/0.10/Dockerfile
thrift,110,docker pull thrift,"0.11, 0.11.0",https://github.com/ahawkins/docker-thrift/blob/00e197d889426695446baec4e034b5ddbb15bcb3/0.11/Dockerfile
thrift,110,docker pull thrift,"0.12, 0.12.0, latest",https://github.com/ahawkins/docker-thrift/blob/d7e73876549d205898b1922bcbf69e74ef11c288/0.12/Dockerfile
